month,hour,bias_correction,optimized_beta
1,0,0.0,1.3083294077363965
1,1,0.0,1.3083294077363965
1,2,0.0,1.3083294077363965
1,3,0.0,1.3083294077363965
1,4,0.0,1.3083294077363965
1,5,0.0,1.3083294077363965
1,6,0.0,1.3083294077363965
1,7,0.0,1.3083294077363965
1,8,0.0,1.3083294077363965
1,9,0.0,1.3083294077363965
1,10,0.0,1.3083294077363965
1,11,0.0,1.3083294077363965
1,12,0.0010909361771208894,1.3083294077363965
1,13,0.06992947706206215,1.3083294077363965
1,14,0.08314284607209205,1.3083294077363965
1,15,-0.0046701764643100685,1.3083294077363965
1,16,-0.06992730509836187,1.3083294077363965
1,17,-0.09790691293344733,1.3083294077363965
1,18,-0.10189346175948268,1.3083294077363965
1,19,-0.08112083629870992,1.3083294077363965
1,20,-0.0793733377930442,1.3083294077363965
1,21,-0.07724654410999494,1.3083294077363965
1,22,-0.0017541864233530829,1.3083294077363965
1,23,0.0,1.3083294077363965
2,0,0.0,1.3083294077363965
2,1,0.0,1.3083294077363965
2,2,0.0,1.3083294077363965
2,3,0.0,1.3083294077363965
2,4,0.0,1.3083294077363965
2,5,0.0,1.3083294077363965
2,6,0.0,1.3083294077363965
2,7,0.0,1.3083294077363965
2,8,0.0,1.3083294077363965
2,9,0.0,1.3083294077363965
2,10,0.0,1.3083294077363965
2,11,1.0971455169483112e-06,1.3083294077363965
2,12,0.03314038878468947,1.3083294077363965
2,13,0.05089097568580482,1.3083294077363965
2,14,-0.009180172388230856,1.3083294077363965
2,15,-0.09998433156933548,1.3083294077363965
2,16,-0.17213607981011617,1.3083294077363965
2,17,-0.2147597929534258,1.3083294077363965
2,18,-0.21384019030254495,1.3083294077363965
2,19,-0.1887968916874329,1.3083294077363965
2,20,-0.17015271006951138,1.3083294077363965
2,21,-0.15322244556093984,1.3083294077363965
2,22,-0.06808813513217211,1.3083294077363965
2,23,-9.599309253514678e-07,1.3083294077363965
3,0,0.0,1.3083294077363965
3,1,0.0,1.3083294077363965
3,2,0.0,1.3083294077363965
3,3,0.0,1.3083294077363965
3,4,0.0,1.3083294077363965
3,5,0.0,1.3083294077363965
3,6,0.0,1.3083294077363965
3,7,0.0,1.3083294077363965
3,8,0.0,1.3083294077363965
3,9,0.0,1.3083294077363965
3,10,0.0,1.3083294077363965
3,11,0.013509795602668292,1.3083294077363965
3,12,0.03413818601121642,1.3083294077363965
3,13,0.0203989905193498,1.3083294077363965
3,14,-0.02627712276714955,1.3083294077363965
3,15,-0.09314983692973991,1.3083294077363965
3,16,-0.1334620663834548,1.3083294077363965
3,17,-0.15612967050916152,1.3083294077363965
3,18,-0.16601231628215046,1.3083294077363965
3,19,-0.16449720393052275,1.3083294077363965
3,20,-0.1725071284834326,1.3083294077363965
3,21,-0.17363105136889578,1.3083294077363965
3,22,-0.14694258630998527,1.3083294077363965
3,23,-0.014267350546864038,1.3083294077363965
4,0,-0.00028852808523798976,1.3083294077363965
4,1,0.0,1.3083294077363965
4,2,0.0,1.3083294077363965
4,3,0.0,1.3083294077363965
4,4,0.0,1.3083294077363965
4,5,0.0,1.3083294077363965
4,6,0.0,1.3083294077363965
4,7,0.0,1.3083294077363965
4,8,0.0,1.3083294077363965
4,9,0.005128562061740971,1.3083294077363965
4,10,0.091200740178274,1.3083294077363965
4,11,0.17317417340291233,1.3083294077363965
4,12,0.1407733719789455,1.3083294077363965
4,13,0.08291122564571603,1.3083294077363965
4,14,0.024936951218700917,1.3083294077363965
4,15,-0.018256176565176366,1.3083294077363965
4,16,-0.05357195601760621,1.3083294077363965
4,17,-0.08117645595668416,1.3083294077363965
4,18,-0.1191784994071557,1.3083294077363965
4,19,-0.16431133379660084,1.3083294077363965
4,20,-0.22602520761158082,1.3083294077363965
4,21,-0.2736107787738577,1.3083294077363965
4,22,-0.2312861911420642,1.3083294077363965
4,23,-0.08027099828832229,1.3083294077363965
5,0,-0.015579504595220391,1.3083294077363965
5,1,0.0,1.3083294077363965
5,2,0.0,1.3083294077363965
5,3,0.0,1.3083294077363965
5,4,0.0,1.3083294077363965
5,5,0.0,1.3083294077363965
5,6,0.0,1.3083294077363965
5,7,0.0,1.3083294077363965
5,8,2.0305113566971853e-05,1.3083294077363965
5,9,0.02428856850629352,1.3083294077363965
5,10,0.111637071845987,1.3083294077363965
5,11,0.10985057711782473,1.3083294077363965
5,12,0.08264212011935598,1.3083294077363965
5,13,0.04295530854347211,1.3083294077363965
5,14,0.005260570801458607,1.3083294077363965
5,15,-0.01451492039390486,1.3083294077363965
5,16,-0.03449759491082237,1.3083294077363965
5,17,-0.06193950439220719,1.3083294077363965
5,18,-0.09705153611460875,1.3083294077363965
5,19,-0.13833825288420298,1.3083294077363965
5,20,-0.19177747781514493,1.3083294077363965
5,21,-0.22715086434603193,1.3083294077363965
5,22,-0.22510012867604884,1.3083294077363965
5,23,-0.1273293687457876,1.3083294077363965
6,0,-0.03935167412992087,1.3083294077363965
6,1,0.0,1.3083294077363965
6,2,0.0,1.3083294077363965
6,3,0.0,1.3083294077363965
6,4,0.0,1.3083294077363965
6,5,0.0,1.3083294077363965
6,6,0.0,1.3083294077363965
6,7,0.0,1.3083294077363965
6,8,8.154663312464074e-05,1.3083294077363965
6,9,0.021416536530647557,1.3083294077363965
6,10,0.07462048434609903,1.3083294077363965
6,11,0.08732084666857999,1.3083294077363965
6,12,0.075490053375335,1.3083294077363965
6,13,0.057980242448883446,1.3083294077363965
6,14,0.04346937746820315,1.3083294077363965
6,15,0.018654458794766373,1.3083294077363965
6,16,-0.0004609131966398739,1.3083294077363965
6,17,-0.033030129224350085,1.3083294077363965
6,18,-0.07102963788111845,1.3083294077363965
6,19,-0.11153162705675063,1.3083294077363965
6,20,-0.15943341123470225,1.3083294077363965
6,21,-0.2015479879123953,1.3083294077363965
6,22,-0.21244164026404896,1.3083294077363965
6,23,-0.1413820738685302,1.3083294077363965
7,0,-0.041190529964780814,1.3083294077363965
7,1,0.0,1.3083294077363965
7,2,0.0,1.3083294077363965
7,3,0.0,1.3083294077363965
7,4,0.0,1.3083294077363965
7,5,0.0,1.3083294077363965
7,6,0.0,1.3083294077363965
7,7,0.0,1.3083294077363965
7,8,1.4564381675909123e-05,1.3083294077363965
7,9,0.019553539804487326,1.3083294077363965
7,10,0.0989001526658109,1.3083294077363965
7,11,0.11958517335930229,1.3083294077363965
7,12,0.11306643931174334,1.3083294077363965
7,13,0.1002011899626347,1.3083294077363965
7,14,0.08838428354417596,1.3083294077363965
7,15,0.06856051101569603,1.3083294077363965
7,16,0.04810151480389201,1.3083294077363965
7,17,0.026281438965811872,1.3083294077363965
7,18,-0.011347779707683971,1.3083294077363965
7,19,-0.06872997815618306,1.3083294077363965
7,20,-0.1377832176580093,1.3083294077363965
7,21,-0.20607977101611571,1.3083294077363965
7,22,-0.2363658547486873,1.3083294077363965
7,23,-0.1602597352054788,1.3083294077363965
8,0,-0.00530190731995327,1.3083294077363965
8,1,0.0,1.3083294077363965
8,2,0.0,1.3083294077363965
8,3,0.0,1.3083294077363965
8,4,0.0,1.3083294077363965
8,5,0.0,1.3083294077363965
8,6,0.0,1.3083294077363965
8,7,0.0,1.3083294077363965
8,8,0.0,1.3083294077363965
8,9,0.0035499288878014885,1.3083294077363965
8,10,0.05721888909820353,1.3083294077363965
8,11,0.0972580499874845,1.3083294077363965
8,12,0.12782920495077943,1.3083294077363965
8,13,0.10037883732937261,1.3083294077363965
8,14,0.0661737537652632,1.3083294077363965
8,15,0.04055785572280115,1.3083294077363965
8,16,0.024249796091623758,1.3083294077363965
8,17,-0.003376159666493062,1.3083294077363965
8,18,-0.0472374433229208,1.3083294077363965
8,19,-0.10523337851684406,1.3083294077363965
8,20,-0.16807057376079268,1.3083294077363965
8,21,-0.22345993700246913,1.3083294077363965
8,22,-0.21577047245117625,1.3083294077363965
8,23,-0.1036649548162202,1.3083294077363965
9,0,0.0,1.3083294077363965
9,1,0.0,1.3083294077363965
9,2,0.0,1.3083294077363965
9,3,0.0,1.3083294077363965
9,4,0.0,1.3083294077363965
9,5,0.0,1.3083294077363965
9,6,0.0,1.3083294077363965
9,7,0.0,1.3083294077363965
9,8,0.0,1.3083294077363965
9,9,3.4534316874432995e-05,1.3083294077363965
9,10,0.03872212142164693,1.3083294077363965
9,11,0.15157835494520933,1.3083294077363965
9,12,0.12521721846716427,1.3083294077363965
9,13,0.06677229362373442,1.3083294077363965
9,14,0.006107621573366696,1.3083294077363965
9,15,-0.032754759510983396,1.3083294077363965
9,16,-0.061550125770671,1.3083294077363965
9,17,-0.0894347579079132,1.3083294077363965
9,18,-0.12009999393315783,1.3083294077363965
9,19,-0.15083498520278207,1.3083294077363965
9,20,-0.18812695321655884,1.3083294077363965
9,21,-0.21188715821614967,1.3083294077363965
9,22,-0.1158669163355811,1.3083294077363965
9,23,-0.010337239524867935,1.3083294077363965
10,0,0.0,1.3083294077363965
10,1,0.0,1.3083294077363965
10,2,0.0,1.3083294077363965
10,3,0.0,1.3083294077363965
10,4,0.0,1.3083294077363965
10,5,0.0,1.3083294077363965
10,6,0.0,1.3083294077363965
10,7,0.0,1.3083294077363965
10,8,0.0,1.3083294077363965
10,9,0.0,1.3083294077363965
10,10,0.007851931839469611,1.3083294077363965
10,11,0.10610870373805714,1.3083294077363965
10,12,0.16314894761491824,1.3083294077363965
10,13,0.10308116194096477,1.3083294077363965
10,14,0.01515614529966259,1.3083294077363965
10,15,-0.0509285151939977,1.3083294077363965
10,16,-0.09386330686372762,1.3083294077363965
10,17,-0.12275383923108017,1.3083294077363965
10,18,-0.13802297106273145,1.3083294077363965
10,19,-0.16991327097486839,1.3083294077363965
10,20,-0.20400895232951732,1.3083294077363965
10,21,-0.14802390844319138,1.3083294077363965
10,22,-0.02620125795728543,1.3083294077363965
10,23,0.0,1.3083294077363965
11,0,0.0,1.3083294077363965
11,1,0.0,1.3083294077363965
11,2,0.0,1.3083294077363965
11,3,0.0,1.3083294077363965
11,4,0.0,1.3083294077363965
11,5,0.0,1.3083294077363965
11,6,0.0,1.3083294077363965
11,7,0.0,1.3083294077363965
11,8,0.0,1.3083294077363965
11,9,0.0,1.3083294077363965
11,10,0.0,1.3083294077363965
11,11,2.623368833593886e-06,1.3083294077363965
11,12,0.03065471891509149,1.3083294077363965
11,13,0.0641442800072771,1.3083294077363965
11,14,0.019462778087343747,1.3083294077363965
11,15,-0.04907652908411279,1.3083294077363965
11,16,-0.08244308075456301,1.3083294077363965
11,17,-0.09721524548187555,1.3083294077363965
11,18,-0.09659944558913162,1.3083294077363965
11,19,-0.0921952946173263,1.3083294077363965
11,20,-0.09140015687333564,1.3083294077363965
11,21,-0.05528514852301236,1.3083294077363965
11,22,-1.3038836815818892e-05,1.3083294077363965
11,23,0.0,1.3083294077363965
12,0,0.0,1.3083294077363965
12,1,0.0,1.3083294077363965
12,2,0.0,1.3083294077363965
12,3,0.0,1.3083294077363965
12,4,0.0,1.3083294077363965
12,5,0.0,1.3083294077363965
12,6,0.0,1.3083294077363965
12,7,0.0,1.3083294077363965
12,8,0.0,1.3083294077363965
12,9,0.0,1.3083294077363965
12,10,0.0,1.3083294077363965
12,11,0.0,1.3083294077363965
12,12,0.0013918343390402692,1.3083294077363965
12,13,0.04580445092884282,1.3083294077363965
12,14,0.03569096418092568,1.3083294077363965
12,15,-0.04755127746428035,1.3083294077363965
12,16,-0.09206177798916591,1.3083294077363965
12,17,-0.107882212454938,1.3083294077363965
12,18,-0.10755925534979785,1.3083294077363965
12,19,-0.09514778646336323,1.3083294077363965
12,20,-0.09237316929852754,1.3083294077363965
12,21,-0.0455535259830293,1.3083294077363965
12,22,0.0,1.3083294077363965
12,23,0.0,1.3083294077363965
